period,value,released,version
2000 AUG,-1534,2016-07-08,v9
2000 DEC,-1864,2016-07-08,v9
2000 FEB,-1562,2016-07-08,v9
2000 JAN,-1723,2016-07-08,v9
2000 JUL,-2441,2016-07-08,v9
2000 JUN,-1547,2016-07-08,v9
2000 MAR,-1144,2016-07-08,v9
2000 MAY,-1699,2016-07-08,v9
2000 NOV,-1729,2016-07-08,v9
2000 OCT,-1583,2016-07-08,v9
2000 Q1,-4429,2016-07-08,v9
2000 Q2,-4947,2016-07-08,v9
2000 Q3,-5887,2016-07-08,v9
2000 Q4,-5176,2016-07-08,v9
2000 SEP,-1912,2016-07-08,v9
2001,-26108,2016-07-08,v9
2001 APR,-1944,2016-07-08,v9
2001 AUG,-3150,2016-07-08,v9
2001 DEC,-2552,2016-07-08,v9
2001 FEB,-1634,2016-07-08,v9
2001 JAN,-1456,2016-07-08,v9
2001 JUL,-2226,2016-07-08,v9
2001 JUN,-2740,2016-07-08,v9
2001 MAR,-2110,2016-07-08,v9
2001 MAY,-2395,2016-07-08,v9
2001 NOV,-2026,2016-07-08,v9
2001 OCT,-1924,2016-07-08,v9
2001 Q1,-5200,2016-07-08,v9
2001 Q2,-7079,2016-07-08,v9
2001 Q3,-7327,2016-07-08,v9
2001 Q4,-6502,2016-07-08,v9
2001 SEP,-1951,2016-07-08,v9
2002,-32945,2016-07-08,v9
2002 APR,-2908,2016-07-08,v9
2002 AUG,-2706,2016-07-08,v9
2002 DEC,-2392,2016-07-08,v9
2002 FEB,-2640,2016-07-08,v9
2002 JAN,-2307,2016-07-08,v9
2002 JUL,-2799,2016-07-08,v9
2002 JUN,-2956,2016-07-08,v9
2002 MAR,-2792,2016-07-08,v9
2002 MAY,-2284,2016-07-08,v9
2002 NOV,-3717,2016-07-08,v9
2002 OCT,-3218,2016-07-08,v9
2002 Q1,-7739,2016-07-08,v9
2002 Q2,-8148,2016-07-08,v9
2002 Q3,-7731,2016-07-08,v9
2002 Q4,-9327,2016-07-08,v9
2002 SEP,-2226,2016-07-08,v9
2003,-30386,2016-07-08,v9
2003 APR,-1183,2016-07-08,v9
2003 AUG,-1953,2016-07-08,v9
2003 DEC,-2638,2016-07-08,v9
2003 FEB,-1863,2016-07-08,v9
2003 JAN,-2104,2016-07-08,v9
2003 JUL,-2089,2016-07-08,v9
2003 JUN,-3387,2016-07-08,v9
2003 MAR,-2939,2016-07-08,v9
2003 MAY,-2723,2016-07-08,v9
2003 NOV,-3098,2016-07-08,v9
2003 OCT,-3015,2016-07-08,v9
2003 Q1,-6906,2016-07-08,v9
2003 Q2,-7293,2016-07-08,v9
2003 Q3,-7436,2016-07-08,v9
2003 Q4,-8751,2016-07-08,v9
2003 SEP,-3394,2016-07-08,v9
2004,-35397,2016-07-08,v9
2004 APR,-2719,2016-07-08,v9
2004 AUG,-3450,2016-07-08,v9
2004 DEC,-2282,2016-07-08,v9
2004 FEB,-2372,2016-07-08,v9
2004 JAN,-3796,2016-07-08,v9
2004 JUL,-3336,2016-07-08,v9
2004 JUN,-3118,2016-07-08,v9
2004 MAR,-2387,2016-07-08,v9
2004 MAY,-2795,2016-07-08,v9
2004 NOV,-2669,2016-07-08,v9
2004 OCT,-3464,2016-07-08,v9
2004 Q1,-8555,2016-07-08,v9
2004 Q2,-8632,2016-07-08,v9
2004 Q3,-9795,2016-07-08,v9
2004 Q4,-8415,2016-07-08,v9
2004 SEP,-3009,2016-07-08,v9
2005,-36502,2016-07-08,v9
2005 APR,-3666,2016-07-08,v9
2005 AUG,-3471,2016-07-08,v9
2005 DEC,-3477,2016-07-08,v9
2005 FEB,-2875,2016-07-08,v9
2005 JAN,-3311,2016-07-08,v9
2005 JUL,-2723,2016-07-08,v9
2005 JUN,-2385,2016-07-08,v9
2005 MAR,-3136,2016-07-08,v9
2005 MAY,-2834,2016-07-08,v9
2005 NOV,-3384,2016-07-08,v9
2005 OCT,-2552,2016-07-08,v9
2005 Q1,-9322,2016-07-08,v9
2005 Q2,-8885,2016-07-08,v9
2005 Q3,-8882,2016-07-08,v9
2005 Q4,-9413,2016-07-08,v9
2005 SEP,-2688,2016-07-08,v9
2006,-36113,2016-07-08,v9
2006 APR,-1976,2016-07-08,v9
2006 AUG,-3484,2016-07-08,v9
2006 DEC,-3409,2016-07-08,v9
2006 FEB,-2896,2016-07-08,v9
2006 JAN,-3688,2016-07-08,v9
2006 JUL,-3237,2016-07-08,v9
2006 JUN,-2495,2016-07-08,v9
2006 MAR,-2621,2016-07-08,v9
2006 MAY,-3125,2016-07-08,v9
2006 NOV,-3518,2016-07-08,v9
2006 OCT,-2968,2016-07-08,v9
2006 Q1,-9205,2016-07-08,v9
2006 Q2,-7596,2016-07-08,v9
2006 Q3,-9417,2016-07-08,v9
2006 Q4,-9895,2016-07-08,v9
2006 SEP,-2696,2016-07-08,v9
2007,-39942,2016-07-08,v9
2007 APR,-2521,2016-07-08,v9
2007 AUG,-3511,2016-07-08,v9
2007 DEC,-3315,2016-07-08,v9
2007 FEB,-3451,2016-07-08,v9
2007 JAN,-3184,2016-07-08,v9
2007 JUL,-3746,2016-07-08,v9
2007 JUN,-2920,2016-07-08,v9
2007 MAR,-4239,2016-07-08,v9
2007 MAY,-2893,2016-07-08,v9
2007 NOV,-3074,2016-07-08,v9
2007 OCT,-3261,2016-07-08,v9
2007 Q1,-10874,2016-07-08,v9
2007 Q2,-8334,2016-07-08,v9
2007 Q3,-11084,2016-07-08,v9
2007 Q4,-9650,2016-07-08,v9
2007 SEP,-3827,2016-07-08,v9
2008,-46189,2016-07-08,v9
2008 APR,-4537,2016-07-08,v9
2008 AUG,-3494,2016-07-08,v9
2008 DEC,-2062,2016-07-08,v9
2008 FEB,-5331,2016-07-08,v9
2008 JAN,-4895,2016-07-08,v9
2008 JUL,-4140,2016-07-08,v9
2008 JUN,-4248,2016-07-08,v9
2008 MAR,-4904,2016-07-08,v9
2008 MAY,-3929,2016-07-08,v9
2008 NOV,-3246,2016-07-08,v9
2008 OCT,-2786,2016-07-08,v9
2008 Q1,-15130,2016-07-08,v9
2008 Q2,-12714,2016-07-08,v9
2008 Q3,-10251,2016-07-08,v9
2008 Q4,-8094,2016-07-08,v9
2008 SEP,-2617,2016-07-08,v9
2009,-34355,2016-07-08,v9
2009 APR,-3815,2016-07-08,v9
2009 AUG,-2255,2016-07-08,v9
2009 DEC,-2689,2016-07-08,v9
2009 FEB,-3112,2016-07-08,v9
2009 JAN,-3344,2016-07-08,v9
2009 JUL,-2498,2016-07-08,v9
2009 JUN,-2749,2016-07-08,v9
2009 MAR,-3873,2016-07-08,v9
2009 MAY,-2465,2016-07-08,v9
2009 NOV,-2184,2016-07-08,v9
2009 OCT,-2750,2016-07-08,v9
2009 Q1,-10329,2016-07-08,v9
2009 Q2,-9029,2016-07-08,v9
2009 Q3,-7374,2016-07-08,v9
2009 Q4,-7623,2016-07-08,v9
2009 SEP,-2621,2016-07-08,v9
2010,-42593,2016-07-08,v9
2010 APR,-3469,2016-07-08,v9
2010 AUG,-4411,2016-07-08,v9
2010 DEC,-3114,2016-07-08,v9
2010 FEB,-2332,2016-07-08,v9
2010 JAN,-3745,2016-07-08,v9
2010 JUL,-4450,2016-07-08,v9
2010 JUN,-2558,2016-07-08,v9
2010 MAR,-4377,2016-07-08,v9
2010 MAY,-3351,2016-07-08,v9
2010 NOV,-3054,2016-07-08,v9
2010 OCT,-3533,2016-07-08,v9
2010 Q1,-10454,2016-07-08,v9
2010 Q2,-9378,2016-07-08,v9
2010 Q3,-13060,2016-07-08,v9
2010 Q4,-9701,2016-07-08,v9
2010 SEP,-4199,2016-07-08,v9
2011,-27060,2016-07-08,v9
2011 APR,-799,2016-07-08,v9
2011 AUG,-2310,2016-07-08,v9
2011 DEC,-2796,2016-07-08,v9
2011 FEB,-143,2016-07-08,v9
2011 JAN,-799,2016-07-08,v9
2011 JUL,-2538,2016-07-08,v9
2011 JUN,-1733,2016-07-08,v9
2011 MAR,-1656,2016-07-08,v9
2011 MAY,-2031,2016-07-08,v9
2011 NOV,-4621,2016-07-08,v9
2011 OCT,-3087,2016-07-08,v9
2011 Q1,-2598,2016-07-08,v9
2011 Q2,-4563,2016-07-08,v9
2011 Q3,-9395,2016-07-08,v9
2011 Q4,-10504,2016-07-08,v9
2011 SEP,-4547,2016-07-08,v9
2012,-37334,2016-07-08,v9
2012 APR,-4547,2016-07-08,v9
2012 AUG,-4156,2016-07-08,v9
2012 DEC,-3067,2016-07-08,v9
2012 FEB,-2250,2016-07-08,v9
2012 JAN,-2690,2016-07-08,v9
2012 JUL,-1628,2016-07-08,v9
2012 JUN,-4418,2016-07-08,v9
2012 MAR,-2520,2016-07-08,v9
2012 MAY,-2880,2016-07-08,v9
2012 NOV,-3291,2016-07-08,v9
2012 OCT,-3475,2016-07-08,v9
2012 Q1,-7460,2016-07-08,v9
2012 Q2,-11845,2016-07-08,v9
2012 Q3,-8196,2016-07-08,v9
2012 Q4,-9833,2016-07-08,v9
2012 SEP,-2412,2016-07-08,v9
2013,-39238,2016-07-08,v9
2013 APR,-1506,2016-07-08,v9
2013 AUG,-2407,2016-07-08,v9
2013 DEC,-3014,2016-07-08,v9
2013 FEB,-2678,2016-07-08,v9
2013 JAN,-1908,2016-07-08,v9
2013 JUL,-3134,2016-07-08,v9
2013 JUN,-3228,2016-07-08,v9
2013 MAR,-1783,2016-07-08,v9
2013 MAY,-2923,2016-07-08,v9
2013 NOV,-6058,2016-07-08,v9
2013 OCT,-6005,2016-07-08,v9
2013 Q1,-6369,2016-07-08,v9
2013 Q2,-7657,2016-07-08,v9
2013 Q3,-10135,2016-07-08,v9
2013 Q4,-15077,2016-07-08,v9
2013 SEP,-4594,2016-07-08,v9
2014,-36223,2016-07-08,v9
2014 APR,-2841,2016-07-08,v9
2014 AUG,-2900,2016-07-08,v9
2014 DEC,-4797,2016-07-08,v9
2014 FEB,-3981,2016-07-08,v9
2014 JAN,-4660,2016-07-08,v9
2014 JUL,-3319,2016-07-08,v9
2014 JUN,-2168,2016-07-08,v9
2014 MAR,-3102,2016-07-08,v9
2014 MAY,-1627,2016-07-08,v9
2014 NOV,-2276,2016-07-08,v9
2014 OCT,-1594,2016-07-08,v9
2014 Q1,-11743,2016-07-08,v9
2014 Q2,-6636,2016-07-08,v9
2014 Q3,-9177,2016-07-08,v9
2014 Q4,-8667,2016-07-08,v9
2015,-38568,2016-07-08,v9
2015 APR,-2156,2016-07-08,v9
2015 AUG,-3261,2016-07-08,v9
2015 DEC,-2731,2016-07-08,v9
2015 FEB,-2085,2016-07-08,v9
2015 JAN,-2666,2016-07-08,v9
2015 JUL,-5713,2016-07-08,v9
2015 JUN,-2687,2016-07-08,v9
2015 MAR,-4897,2016-07-08,v9
2015 MAY,-1343,2016-07-08,v9
2015 NOV,-4405,2016-07-08,v9
2015 OCT,-4498,2016-07-08,v9
2015 Q1,-9648,2016-07-08,v9
2015 Q2,-6186,2016-07-08,v9
2015 Q3,-11100,2016-07-08,v9
2015 Q4,-11634,2016-07-08,v9
2015 SEP,-2126,2016-07-08,v9
2016 APR,-1950,2016-07-08,v9
2016 FEB,-4210,2016-07-08,v9
2016 JAN,-3817,2016-07-08,v9
2016 MAR,-4005,2016-07-08,v9
2016 MAY,-2263,2016-07-08,v9
2016 Q1,-12032,2016-07-08,v9
2016 APR,-3161,2016-08-08,v10
2016 JUN,-5084,2016-08-08,v10
2016 MAY,-4227,2016-08-08,v10
2016 Q2,-12472,2016-08-08,v10
2015,-38674,2016-09-08,v11
2015 APR,-2977,2016-09-08,v11
2015 AUG,-3338,2016-09-08,v11
2015 DEC,-2721,2016-09-08,v11
2015 FEB,-3590,2016-09-08,v11
2015 JAN,-2940,2016-09-08,v11
2015 JUL,-4722,2016-09-08,v11
2015 JUN,-3042,2016-09-08,v11
2015 MAR,-3408,2016-09-08,v11
2015 MAY,-2164,2016-09-08,v11
2015 NOV,-3986,2016-09-08,v11
2015 OCT,-3870,2016-09-08,v11
2015 Q1,-9938,2016-09-08,v11
2015 Q2,-8183,2016-09-08,v11
2015 Q3,-9976,2016-09-08,v11
2015 Q4,-10577,2016-09-08,v11
2015 SEP,-1916,2016-09-08,v11
2016 APR,-3028,2016-09-08,v11
2016 FEB,-3824,2016-09-08,v11
2016 JAN,-4625,2016-09-08,v11
2016 JUL,-4502,2016-09-08,v11
2016 JUN,-5573,2016-09-08,v11
2016 MAR,-2130,2016-09-08,v11
2016 MAY,-3994,2016-09-08,v11
2016 Q1,-10579,2016-09-08,v11
2016 Q2,-12595,2016-09-08,v11
2016 APR,-2983,2016-10-06,v12
2016 AUG,-4733,2016-10-06,v12
2016 FEB,-3587,2016-10-06,v12
2016 JAN,-4442,2016-10-06,v12
2016 JUL,-2203,2016-10-06,v12
2016 JUN,-5652,2016-10-06,v12
2016 MAR,-1946,2016-10-06,v12
2016 MAY,-4056,2016-10-06,v12
2016 Q1,-9975,2016-10-06,v12
2016 Q2,-12691,2016-10-06,v12
2016 AUG,-3768,2016-11-09,v13
2016 JUL,-2058,2016-11-09,v13
2016 Q3,-11047,2016-11-09,v13
2016 SEP,-5221,2016-11-09,v13
2015,-31957,2016-12-09,v14
2015 APR,-2955,2016-12-09,v14
2015 AUG,-2569,2016-12-09,v14
2015 DEC,-325,2016-12-09,v14
2015 FEB,-3845,2016-12-09,v14
2015 JAN,-3453,2016-12-09,v14
2015 JUL,-3568,2016-12-09,v14
2015 JUN,-2251,2016-12-09,v14
2015 MAR,-3014,2016-12-09,v14
2015 MAY,-2021,2016-12-09,v14
2015 NOV,-1937,2016-12-09,v14
2015 OCT,-4086,2016-12-09,v14
2015 Q1,-10312,2016-12-09,v14
2015 Q2,-7227,2016-12-09,v14
2015 Q3,-8070,2016-12-09,v14
2015 Q4,-6348,2016-12-09,v14
2015 SEP,-1933,2016-12-09,v14
2016 APR,-3380,2016-12-09,v14
2016 AUG,-5446,2016-12-09,v14
2016 FEB,-3361,2016-12-09,v14
2016 JAN,-1398,2016-12-09,v14
2016 JUL,-3635,2016-12-09,v14
2016 JUN,-3640,2016-12-09,v14
2016 MAR,-4545,2016-12-09,v14
2016 MAY,-1219,2016-12-09,v14
2016 OCT,-1971,2016-12-09,v14
2016 Q1,-9304,2016-12-09,v14
2016 Q2,-8239,2016-12-09,v14
2016 Q3,-14893,2016-12-09,v14
2016 SEP,-5812,2016-12-09,v14
2015,-29788,2017-01-11,v15
2015 APR,-2466,2017-01-11,v15
2015 AUG,-2758,2017-01-11,v15
2015 DEC,-373,2017-01-11,v15
2015 FEB,-3525,2017-01-11,v15
2015 JAN,-3262,2017-01-11,v15
2015 JUL,-3590,2017-01-11,v15
2015 JUN,-2019,2017-01-11,v15
2015 MAR,-2585,2017-01-11,v15
2015 MAY,-1590,2017-01-11,v15
2015 NOV,-1569,2017-01-11,v15
2015 OCT,-3921,2017-01-11,v15
2015 Q1,-9372,2017-01-11,v15
2015 Q2,-6075,2017-01-11,v15
2015 Q3,-8478,2017-01-11,v15
2015 Q4,-5863,2017-01-11,v15
2015 SEP,-2130,2017-01-11,v15
2016 APR,-3241,2017-01-11,v15
2016 AUG,-5021,2017-01-11,v15
2016 FEB,-3111,2017-01-11,v15
2016 JAN,-1095,2017-01-11,v15
2016 JUL,-3257,2017-01-11,v15
2016 JUN,-3132,2017-01-11,v15
2016 MAR,-4365,2017-01-11,v15
2016 MAY,-973,2017-01-11,v15
2016 NOV,-4167,2017-01-11,v15
2016 OCT,-1547,2017-01-11,v15
2016 Q1,-8571,2017-01-11,v15
2016 Q2,-7346,2017-01-11,v15
2016 Q3,-13595,2017-01-11,v15
2016 SEP,-5317,2017-01-11,v15
2016,-39388,2017-02-10,v16
2016 APR,-3450,2017-02-10,v16
2016 AUG,-5115,2017-02-10,v16
2016 DEC,-3304,2017-02-10,v16
2016 FEB,-3109,2017-02-10,v16
2016 JAN,-1043,2017-02-10,v16
2016 JUL,-3416,2017-02-10,v16
2016 JUN,-3452,2017-02-10,v16
2016 MAR,-4369,2017-02-10,v16
2016 MAY,-1243,2017-02-10,v16
2016 NOV,-3559,2017-02-10,v16
2016 OCT,-1716,2017-02-10,v16
2016 Q1,-8521,2017-02-10,v16
2016 Q2,-8145,2017-02-10,v16
2016 Q3,-14143,2017-02-10,v16
2016 Q4,-8579,2017-02-10,v16
2016 SEP,-5612,2017-02-10,v16
2016,-36015,2017-03-10,v17
2016 APR,-3435,2017-03-10,v17
2016 AUG,-5054,2017-03-10,v17
2016 DEC,-2026,2017-03-10,v17
2016 FEB,-3429,2017-03-10,v17
2016 JAN,-1449,2017-03-10,v17
2016 JUL,-3246,2017-03-10,v17
2016 JUN,-3226,2017-03-10,v17
2016 MAR,-4658,2017-03-10,v17
2016 MAY,-1049,2017-03-10,v17
2016 NOV,-2422,2017-03-10,v17
2016 OCT,-585,2017-03-10,v17
2016 Q1,-9536,2017-03-10,v17
2016 Q2,-7710,2017-03-10,v17
2016 Q3,-13736,2017-03-10,v17
2016 Q4,-5033,2017-03-10,v17
2016 SEP,-5436,2017-03-10,v17
2017 JAN,-1966,2017-03-10,v17
1948,WITHDRAWN,2017-04-06,v18
1949,WITHDRAWN,2017-04-06,v18
1950,WITHDRAWN,2017-04-06,v18
1951,WITHDRAWN,2017-04-06,v18
1952,WITHDRAWN,2017-04-06,v18
1953,WITHDRAWN,2017-04-06,v18
1954,WITHDRAWN,2017-04-06,v18
1955,WITHDRAWN,2017-04-06,v18
1955 Q1,WITHDRAWN,2017-04-06,v18
1955 Q2,WITHDRAWN,2017-04-06,v18
1955 Q3,WITHDRAWN,2017-04-06,v18
1955 Q4,WITHDRAWN,2017-04-06,v18
1956,WITHDRAWN,2017-04-06,v18
1956 Q1,WITHDRAWN,2017-04-06,v18
1956 Q2,WITHDRAWN,2017-04-06,v18
1956 Q3,WITHDRAWN,2017-04-06,v18
1956 Q4,WITHDRAWN,2017-04-06,v18
1957,WITHDRAWN,2017-04-06,v18
1957 Q1,WITHDRAWN,2017-04-06,v18
1957 Q2,WITHDRAWN,2017-04-06,v18
1957 Q3,WITHDRAWN,2017-04-06,v18
1957 Q4,WITHDRAWN,2017-04-06,v18
1958,WITHDRAWN,2017-04-06,v18
1958 Q1,WITHDRAWN,2017-04-06,v18
1958 Q2,WITHDRAWN,2017-04-06,v18
1958 Q3,WITHDRAWN,2017-04-06,v18
1958 Q4,WITHDRAWN,2017-04-06,v18
1959,WITHDRAWN,2017-04-06,v18
1959 Q1,WITHDRAWN,2017-04-06,v18
1959 Q2,WITHDRAWN,2017-04-06,v18
1959 Q3,WITHDRAWN,2017-04-06,v18
1959 Q4,WITHDRAWN,2017-04-06,v18
1960,WITHDRAWN,2017-04-06,v18
1960 Q1,WITHDRAWN,2017-04-06,v18
1960 Q2,WITHDRAWN,2017-04-06,v18
1960 Q3,WITHDRAWN,2017-04-06,v18
1960 Q4,WITHDRAWN,2017-04-06,v18
1961,WITHDRAWN,2017-04-06,v18
1961 Q1,WITHDRAWN,2017-04-06,v18
1961 Q2,WITHDRAWN,2017-04-06,v18
1961 Q3,WITHDRAWN,2017-04-06,v18
1961 Q4,WITHDRAWN,2017-04-06,v18
1962,WITHDRAWN,2017-04-06,v18
1962 Q1,WITHDRAWN,2017-04-06,v18
1962 Q2,WITHDRAWN,2017-04-06,v18
1962 Q3,WITHDRAWN,2017-04-06,v18
1962 Q4,WITHDRAWN,2017-04-06,v18
1963,WITHDRAWN,2017-04-06,v18
1963 Q1,WITHDRAWN,2017-04-06,v18
1963 Q2,WITHDRAWN,2017-04-06,v18
1963 Q3,WITHDRAWN,2017-04-06,v18
1963 Q4,WITHDRAWN,2017-04-06,v18
1964,WITHDRAWN,2017-04-06,v18
1964 Q1,WITHDRAWN,2017-04-06,v18
1964 Q2,WITHDRAWN,2017-04-06,v18
1964 Q3,WITHDRAWN,2017-04-06,v18
1964 Q4,WITHDRAWN,2017-04-06,v18
1965,WITHDRAWN,2017-04-06,v18
1965 Q1,WITHDRAWN,2017-04-06,v18
1965 Q2,WITHDRAWN,2017-04-06,v18
1965 Q3,WITHDRAWN,2017-04-06,v18
1965 Q4,WITHDRAWN,2017-04-06,v18
1966,WITHDRAWN,2017-04-06,v18
1966 Q1,WITHDRAWN,2017-04-06,v18
1966 Q2,WITHDRAWN,2017-04-06,v18
1966 Q3,WITHDRAWN,2017-04-06,v18
1966 Q4,WITHDRAWN,2017-04-06,v18
1967,WITHDRAWN,2017-04-06,v18
1967 Q1,WITHDRAWN,2017-04-06,v18
1967 Q2,WITHDRAWN,2017-04-06,v18
1967 Q3,WITHDRAWN,2017-04-06,v18
1967 Q4,WITHDRAWN,2017-04-06,v18
1968,WITHDRAWN,2017-04-06,v18
1968 Q1,WITHDRAWN,2017-04-06,v18
1968 Q2,WITHDRAWN,2017-04-06,v18
1968 Q3,WITHDRAWN,2017-04-06,v18
1968 Q4,WITHDRAWN,2017-04-06,v18
1969,WITHDRAWN,2017-04-06,v18
1969 Q1,WITHDRAWN,2017-04-06,v18
1969 Q2,WITHDRAWN,2017-04-06,v18
1969 Q3,WITHDRAWN,2017-04-06,v18
1969 Q4,WITHDRAWN,2017-04-06,v18
1970,WITHDRAWN,2017-04-06,v18
1970 Q1,WITHDRAWN,2017-04-06,v18
1970 Q2,WITHDRAWN,2017-04-06,v18
1970 Q3,WITHDRAWN,2017-04-06,v18
1970 Q4,WITHDRAWN,2017-04-06,v18
1971,WITHDRAWN,2017-04-06,v18
1971 Q1,WITHDRAWN,2017-04-06,v18
1971 Q2,WITHDRAWN,2017-04-06,v18
1971 Q3,WITHDRAWN,2017-04-06,v18
1971 Q4,WITHDRAWN,2017-04-06,v18
1972,WITHDRAWN,2017-04-06,v18
1972 Q1,WITHDRAWN,2017-04-06,v18
1972 Q2,WITHDRAWN,2017-04-06,v18
1972 Q3,WITHDRAWN,2017-04-06,v18
1972 Q4,WITHDRAWN,2017-04-06,v18
1973,WITHDRAWN,2017-04-06,v18
1973 Q1,WITHDRAWN,2017-04-06,v18
1973 Q2,WITHDRAWN,2017-04-06,v18
1973 Q3,WITHDRAWN,2017-04-06,v18
1973 Q4,WITHDRAWN,2017-04-06,v18
1974,WITHDRAWN,2017-04-06,v18
1974 Q1,WITHDRAWN,2017-04-06,v18
1974 Q2,WITHDRAWN,2017-04-06,v18
1974 Q3,WITHDRAWN,2017-04-06,v18
1974 Q4,WITHDRAWN,2017-04-06,v18
1975,WITHDRAWN,2017-04-06,v18
1975 Q1,WITHDRAWN,2017-04-06,v18
1975 Q2,WITHDRAWN,2017-04-06,v18
1975 Q3,WITHDRAWN,2017-04-06,v18
1975 Q4,WITHDRAWN,2017-04-06,v18
1976,WITHDRAWN,2017-04-06,v18
1976 Q1,WITHDRAWN,2017-04-06,v18
1976 Q2,WITHDRAWN,2017-04-06,v18
1976 Q3,WITHDRAWN,2017-04-06,v18
1976 Q4,WITHDRAWN,2017-04-06,v18
1977,WITHDRAWN,2017-04-06,v18
1977 Q1,WITHDRAWN,2017-04-06,v18
1977 Q2,WITHDRAWN,2017-04-06,v18
1977 Q3,WITHDRAWN,2017-04-06,v18
1977 Q4,WITHDRAWN,2017-04-06,v18
1978,WITHDRAWN,2017-04-06,v18
1978 Q1,WITHDRAWN,2017-04-06,v18
1978 Q2,WITHDRAWN,2017-04-06,v18
1978 Q3,WITHDRAWN,2017-04-06,v18
1978 Q4,WITHDRAWN,2017-04-06,v18
1979,WITHDRAWN,2017-04-06,v18
1979 Q1,WITHDRAWN,2017-04-06,v18
1979 Q2,WITHDRAWN,2017-04-06,v18
1979 Q3,WITHDRAWN,2017-04-06,v18
1979 Q4,WITHDRAWN,2017-04-06,v18
1980,WITHDRAWN,2017-04-06,v18
1980 Q1,WITHDRAWN,2017-04-06,v18
1980 Q2,WITHDRAWN,2017-04-06,v18
1980 Q3,WITHDRAWN,2017-04-06,v18
1980 Q4,WITHDRAWN,2017-04-06,v18
1981,WITHDRAWN,2017-04-06,v18
1981 Q1,WITHDRAWN,2017-04-06,v18
1981 Q2,WITHDRAWN,2017-04-06,v18
1981 Q3,WITHDRAWN,2017-04-06,v18
1981 Q4,WITHDRAWN,2017-04-06,v18
1982,WITHDRAWN,2017-04-06,v18
1982 Q1,WITHDRAWN,2017-04-06,v18
1982 Q2,WITHDRAWN,2017-04-06,v18
1982 Q3,WITHDRAWN,2017-04-06,v18
1982 Q4,WITHDRAWN,2017-04-06,v18
1983,WITHDRAWN,2017-04-06,v18
1983 Q1,WITHDRAWN,2017-04-06,v18
1983 Q2,WITHDRAWN,2017-04-06,v18
1983 Q3,WITHDRAWN,2017-04-06,v18
1983 Q4,WITHDRAWN,2017-04-06,v18
1984,WITHDRAWN,2017-04-06,v18
1984 Q1,WITHDRAWN,2017-04-06,v18
1984 Q2,WITHDRAWN,2017-04-06,v18
1984 Q3,WITHDRAWN,2017-04-06,v18
1984 Q4,WITHDRAWN,2017-04-06,v18
1985,WITHDRAWN,2017-04-06,v18
1985 Q1,WITHDRAWN,2017-04-06,v18
1985 Q2,WITHDRAWN,2017-04-06,v18
1985 Q3,WITHDRAWN,2017-04-06,v18
1985 Q4,WITHDRAWN,2017-04-06,v18
1986,WITHDRAWN,2017-04-06,v18
1986 Q1,WITHDRAWN,2017-04-06,v18
1986 Q2,WITHDRAWN,2017-04-06,v18
1986 Q3,WITHDRAWN,2017-04-06,v18
1986 Q4,WITHDRAWN,2017-04-06,v18
1987,WITHDRAWN,2017-04-06,v18
1987 Q1,WITHDRAWN,2017-04-06,v18
1987 Q2,WITHDRAWN,2017-04-06,v18
1987 Q3,WITHDRAWN,2017-04-06,v18
1987 Q4,WITHDRAWN,2017-04-06,v18
1988,WITHDRAWN,2017-04-06,v18
1988 Q1,WITHDRAWN,2017-04-06,v18
1988 Q2,WITHDRAWN,2017-04-06,v18
1988 Q3,WITHDRAWN,2017-04-06,v18
1988 Q4,WITHDRAWN,2017-04-06,v18
1989,WITHDRAWN,2017-04-06,v18
1989 Q1,WITHDRAWN,2017-04-06,v18
1989 Q2,WITHDRAWN,2017-04-06,v18
1989 Q3,WITHDRAWN,2017-04-06,v18
1989 Q4,WITHDRAWN,2017-04-06,v18
1990,WITHDRAWN,2017-04-06,v18
1990 Q1,WITHDRAWN,2017-04-06,v18
1990 Q2,WITHDRAWN,2017-04-06,v18
1990 Q3,WITHDRAWN,2017-04-06,v18
1990 Q4,WITHDRAWN,2017-04-06,v18
1991,WITHDRAWN,2017-04-06,v18
1991 Q1,WITHDRAWN,2017-04-06,v18
1991 Q2,WITHDRAWN,2017-04-06,v18
1991 Q3,WITHDRAWN,2017-04-06,v18
1991 Q4,WITHDRAWN,2017-04-06,v18
1992,WITHDRAWN,2017-04-06,v18
1992 Q1,WITHDRAWN,2017-04-06,v18
1992 Q2,WITHDRAWN,2017-04-06,v18
1992 Q3,WITHDRAWN,2017-04-06,v18
1992 Q4,WITHDRAWN,2017-04-06,v18
1993,WITHDRAWN,2017-04-06,v18
1993 Q1,WITHDRAWN,2017-04-06,v18
1993 Q2,WITHDRAWN,2017-04-06,v18
1993 Q3,WITHDRAWN,2017-04-06,v18
1993 Q4,WITHDRAWN,2017-04-06,v18
1994,WITHDRAWN,2017-04-06,v18
1994 Q1,WITHDRAWN,2017-04-06,v18
1994 Q2,WITHDRAWN,2017-04-06,v18
1994 Q3,WITHDRAWN,2017-04-06,v18
1994 Q4,WITHDRAWN,2017-04-06,v18
1995,WITHDRAWN,2017-04-06,v18
1995 Q1,WITHDRAWN,2017-04-06,v18
1995 Q2,WITHDRAWN,2017-04-06,v18
1995 Q3,WITHDRAWN,2017-04-06,v18
1995 Q4,WITHDRAWN,2017-04-06,v18
1996,WITHDRAWN,2017-04-06,v18
1996 Q1,WITHDRAWN,2017-04-06,v18
